Id,SalePrice
1761,148087.8254
1762,177928.8544
1763,180567.9681
1764,109951.8338
1765,185892.7777
1766,175769.4832
1767,193051.9993
1768,122651.1142
1769,200853.3164
1770,136147.1543
1771,118717.3794
1772,127801.5942
1773,93233.8079
1774,192824.6327
1775,141819.9279
1776,135123.9322
1777,99079.0322
1778,108284.3674
1779,134986.7856
1780,202283.459
1781,117564.329
1782,47615.252
1783,150801.2102
1784,84163.9217
1785,113385.0834
1786,162174.8291
1787,212336.8724
1788,0
1789,124823.163
1790,47599.3932
1791,264812.1965
1792,168149.58
1793,157204.1417
1794,150624.0737
1795,148506.8918
1796,148634.2175
1797,171073.1365
1798,110415.8714
1799,95452.2662
1800,116828.0186
1801,107423.6199
1802,176828.9253
1803,204744.8931
1804,132037.2934
1805,136559.1021
1806,144681.2693
1807,190251.9883
1808,145241.8198
1809,110169.3742
1810,146512.2194
1811,92097.4041
1812,109627.787
1813,122045.0446
1814,87707.3119
1815,12123.8891
1816,100480.0688
1817,130201.0067
1818,180885.6643
1819,143994.1217
1820,50791.7507
1821,151446.1643
1822,192718.4637
1823,28409.0236
1824,150627.5915
1825,136009.843
1826,133258.1554
1827,106569.3514
1828,131266.4682
1829,185657.8904
1830,188534.4213
1831,201575.2396
1832,133101.9542
1833,175148.6777
1834,154643.6529
1835,184851.66
1836,164532.2489
1837,55521.0027
1838,155093.2221
1839,64926.2227
1840,99587.5942
1841,116442.7792
1842,113340.889
1843,132805.4952
1844,155874.3426
1845,150878.1934
1846,166712.9403
1847,177797.6516
1848,0
1849,122889.9501
1850,114931.0844
1851,162378.3097
1852,111279.4298
1853,113755.9087
1854,183396.5144
1855,183235.6175
1856,218556.0806
1857,187276.983
1858,185281.5858
1859,146014.0998
1860,150261.2986
1861,145063.9836
1862,292915.5591
1863,289805.4719
1864,289834.8573
1865,304924.3298
1866,302939.1514
1867,250767.6675
1868,260340.1499
1869,196014.6772
1870,245628.2055
1871,255428.0217
1872,172464.1229
1873,219858.3578
1874,114531.6156
1875,206068.412
1876,191787.0933
1877,206090.192
1878,214159.8428
1879,116457.6182
1880,122404.1634
1881,242277.3578
1882,270727.0969
1883,0
1884,222774.8816
1885,245882.6825
1886,252997.0777
1887,207346.2377
1888,262115.3767
1889,170893.3295
1890,98786.4323
1891,157100.2417
1892,76982.1287
1893,124941.8466
1894,123276.5376
1895,147676.0847
1896,120955.8374
1897,121701.7746
1898,140694.7811
1899,161894.2405
1900,168705.2392
1901,153876.0922
1902,126555.2068
1903,240161.6802
1904,117728.0162
1905,186040.1365
1906,137622.8452
1907,219704.3725
1908,148263.6439
1909,156799.1329
1910,156897.6137
1911,210069.7495
1912,247284.2224
1913,179691.955
1914,63378.7307
1915,237387.4111
1916,32347.1237
1917,268637.6593
1918,135521.5815
1919,167906.3555
1920,159971.5118
1921,311560.8336
1922,305406.3656
1923,205902.8535
1924,220793.6704
1925,223609.0374
1926,314510.0198
1927,123523.1996
1928,156045.0688
1929,101463.3948
1930,143302.0031
1931,127585.0964
1932,139312.948
1933,175399.3534
1934,178815.0921
1935,176173.7352
1936,179536.7483
1937,182692.7441
1938,145326.8948
1939,234774.9599
1940,215964.1415
1941,181726.7685
1942,194166.0101
1943,217780.1403
1944,297261.8297
1945,305429.3652
1946,191887.2827
1947,272266.3378
1948,214406.0433
1949,218040.8702
1950,203407.0928
1951,251365.4679
1952,228057.7552
1953,191506.4194
1954,237833.1834
1955,140988.644
1956,316689.465
1957,178491.5711
1958,305674.1081
1959,160988.7382
1960,84724.1117
1961,123020.175
1962,144318.9866
1963,149798.8259
1964,131262.7482
1965,167103.6193
1966,175927.455
1967,271271.3471
1968,312813.2335
1969,316350.1506
1970,345131.3348
1971,401579.4599
1972,335030.4482
1973,274200.7997
1974,289738.8541
1975,374627.6779
1976,272856.2185
1977,349717.3625
1978,314921.8842
1979,314769.9798
1980,204464.2024
1981,322083.336
1982,228325.0835
1983,229172.4495
1984,205808.7438
1985,217890.6733
1986,218747.4868
1987,185525.1356
1988,172949.1419
1989,207534.0632
1990,228548.4404
1991,201461.4954
1992,243404.3731
1993,0
1994,236827.8332
1995,206385.5392
1996,313889.0745
1997,314725.9873
1998,297765.6026
1999,232518.438
2000,312301.5081
2001,266136.9246
2002,229854.6158
2003,273096.0575
2004,280752.0793
2005,0
2006,225199.7071
2007,265173.4113
2008,196408.4998
2009,186033.1593
2010,215247.0069
2011,132068.6559
2012,187143.6286
2013,182093.6907
2014,187095.1909
2015,218681.3131
2016,186455.5003
2017,211664.541
2018,112070.6334
2019,107223.2102
2020,105248.8146
2021,101514.995
2022,186473.4057
2023,156224.884
2024,238355.0793
2025,339514.2144
2026,186429.5092
2027,157442.7977
2028,193869.0892
2029,179611.5285
2030,268133.9902
2031,251988.9445
2032,250239.4996
2033,263816.5232
2034,200380.6216
2035,238701.4171
2036,246094.4355
2037,246569.3425
2038,325731.5607
2039,218098.9161
2040,395844.5688
2041,242919.9407
2042,0
2043,174530.9453
2044,187761.1533
2045,214461.673
2046,154558.6334
2047,146505.459
2048,126079.088
2049,162779.9654
2050,211562.3654
2051,108794.8358
2052,131820.628
2053,115971.8918
2054,74378.3929
2055,156498.8691
2056,123967.3474
2057,114656.963
2058,217657.6787
2059,123387.1659
2060,135054.7862
2061,187984.1456
2062,118257.7484
2063,107533.453
2064,142145.1448
2065,125553.365
2066,208535.9077
2067,142745.1176
2068,165207.0646
2069,81733.7351
2070,115408.7238
2071,67090.3011
2072,200575.7998
2073,126674.2438
2074,200882.5407
2075,157874.6341
2076,123247.743
2077,120642.696
2078,110483.2604
2079,169340.6753
2080,133201.7797
2081,145223.5897
2082,123445.2588
2083,150830.0182
2084,102736.5542
2085,112957.2054
2086,143155.5293
2087,138662.857
2088,123122.2482
2089,91459.487
2090,153930.1481
2091,90536.0399
2092,126469.9203
2093,138219.7028
2094,140712.2112
2095,184048.2841
2096,101043.8194
2097,90572.333
2098,171677.3064
2099,4122.2185
2100,64489.9982
2101,152238.5366
2102,178964.2856
2103,111233.5252
2104,182728.2676
2105,110324.0342
2106,51009.9717
2107,241169.5908
2108,117251.9358
2109,87579.6183
2110,114410.3748
2111,188858.8938
2112,138348.1082
2113,114158.6462
2114,143479.0317
2115,161129.8097
2116,119229.3502
2117,166620.4813
2118,147009.1097
2119,129733.4957
2120,118283.4072
2121,76262.9027
2122,88453.2155
2123,95563.2414
2124,218494.6392
2125,166292.547
2126,190027.4561
2127,179748.6005
2128,156760.7015
2129,140226.5219
2130,160741.4053
2131,190880.1669
2132,138923.2182
2133,148982.0737
2134,147598.6421
2135,120719.217
2136,52552.1712
2137,111047.7758
2138,130881.5932
2139,162575.3394
2140,110634.2544
2141,156347.6075
2142,127558.8624
2143,132001.017
2144,133783.5342
2145,108630.388
2146,169897.7225
2147,175205.0399
2148,157534.6218
2149,148462.1798
2150,211227.5316
2151,161790.4154
2152,120144.0642
2153,133046.736
2154,84058.5642
2155,156907.2565
2156,243816.2761
2157,219703.3333
2158,234558.6508
2159,225271.767
2160,196551.8676
2161,262598.1317
2162,350626.3764
2163,308122.7336
2164,264416.3899
2165,181744.6721
2166,128708.9106
2167,206258.4698
2168,198816.1065
2169,214458.9904
2170,222052.6764
2171,146194.0646
2172,140863.671
2173,154007.2122
2174,243027.6413
2175,298402.0294
2176,273377.6457
2177,241695.387
2178,251689.1843
2179,150253.1644
2180,209038.8867
2181,201370.2022
2182,236238.7576
2183,199765.8726
2184,113662.4924
2185,141101.5504
2186,160514.8089
2187,160882.8869
2188,167906.1497
2189,282278.3248
2190,67323.0611
2191,70441.9911
2192,52306.2109
2193,94393.4602
2194,94707.7742
2195,85613.616
2196,91795.0627
2197,90320.6861
2198,187485.629
2199,191923.9785
2200,152130.1997
2201,167613.2265
2202,206574.6165
2203,183400.8539
2204,150630.9062
2205,124108.8412
2206,144552.1395
2207,255098.9275
2208,233069.2804
2209,179204.03
2210,148680.0351
2211,128351.1687
2212,136226.0297
2213,97486.9352
2214,135479.2886
2215,106912.2086
2216,159562.7416
2217,14687.3136
2218,92781.9197
2219,79628.6317
2220,75401.0715
2221,239187.7141
2222,210868.4332
2223,284807.2984
2224,238264.652
2225,165532.8054
2226,129517.5403
2227,212815.1516
2228,263060.2851
2229,246724.2487
2230,144245.6826
2231,228168.6456
2232,181938.8325
2233,184423.8095
2234,235236.7375
2235,180176.6137
2236,240620.8765
2237,301989.2559
2238,235272.1084
2239,93757.5018
2240,163723.1524
2241,140136.1795
2242,125588.3912
2243,126527.744
2244,77560.5301
2245,77260.3225
2246,122837.8126
2247,113969.9311
2248,99203.7954
2249,100532.0674
2250,125165.8524
2251,183368.0086
2252,194095.9007
2253,167132.8021
2254,183006.4431
2255,182899.5369
2256,200881.7922
2257,207960.0393
2258,188758.854
2259,177266.1683
2260,172105.8591
2261,210599.1267
2262,217095.6895
2263,300111.1743
2264,384662.05
2265,193127.1806
2266,267426.1675
2267,310530.7238
2268,337055.6719
2269,167216.0337
2270,215950.3882
2271,219284.3425
2272,244857.5995
2273,167947.0921
2274,180382.884
2275,187495.5799
2276,202434.3154
2277,190480.0221
2278,148403.5924
2279,109013.2622
2280,85674.5825
2281,164977.3741
2282,170732.2419
2283,158041.498
2284,150521.064
2285,160574.4602
2286,112175.2038
2287,305467.8794
2288,273893.5791
2289,283867.9177
2290,354960.5872
2291,301471.0557
2292,349448.5683
2293,347464.2468
2294,348690.0777
2295,394312.5437
2296,269150.7289
2297,279771.6953
2298,314766.5376
2299,339158.8319
2300,303335.0805
2301,274953.4133
2302,239317.2898
2303,248496.9097
2304,266565.0279
2305,174627.6403
2306,174629.2287
2307,177089.3543
2308,235518.4617
2309,275717.1338
2310,227554.8635
2311,202568.4345
2312,0
2313,175021.4031
2314,203934.7284
2315,173372.7691
2316,193640.6595
2317,167246.6993
2318,174191.2241
2319,196679.5186
2320,189379.2142
2321,246350.4045
2322,185009.7104
2323,189448.4816
2324,195170.094
2325,205539.7116
2326,0
2327,218882.3482
2328,220932.6122
2329,182277.2527
2330,180978.3615
2331,321952.7564
2332,362097.883
2333,295497.9535
2334,267396.3317
2335,274153.5944
2336,319603.5407
2337,200182.7322
2338,261426.4695
2339,241080.6327
2340,364959.3317
2341,0
2342,235613.1997
2343,212798.9859
2344,236564.4634
2345,264587.9965
2346,224045.2851
2347,197103.8362
2348,243231.5947
2349,155813.7422
2350,0
2351,235881.0099
2352,267389.5293
2353,250970.1598
2354,119095.7177
2355,147343.6712
2356,142083.9188
2357,209259.1852
2358,191030.6119
2359,146646.8835
2360,103700.5316
2361,133789.3202
2362,266632.8244
2363,130464.9914
2364,160671.2777
2365,220630.2585
2366,209825.6895
2367,227761.8951
2368,190272.5772
2369,0
2370,182896.0143
2371,180509.0339
2372,198256.7344
2373,252543.8243
2374,282914.1683
2375,227771.2783
2376,267981.476
2377,283239.7111
2378,161849.5836
2379,238036.8312
2380,156795.8283
2381,178020.7209
2382,208941.1818
2383,210271.6118
2384,235138.5448
2385,158987.0065
2386,149146.0444
2387,114216.5646
2388,124825.4105
2389,126510.829
2390,138153.5656
2391,136463.3488
2392,105722.8158
2393,195670.8298
2394,158413.4031
2395,217465.1457
2396,163016.8685
2397,198395.7129
2398,126642.9822
2399,19315.4072
2400,18295.2672
2401,99139.0296
2402,124143.4894
2403,171710.4494
2404,142158.1079
2405,178533.368
2406,134081.6467
2407,111323.1448
2408,135140.5638
2409,120398.3437
2410,196706.9008
2411,107666.4386
2412,130579.1538
2413,121310.301
2414,119853.3862
2415,161465.139
2416,150727.5857
2417,137221.1875
2418,105135.4898
2419,106943.7983
2420,109170.3462
2421,111250.9591
2422,115892.4488
2423,90591.7087
2424,145897.6298
2425,259283.1044
2426,116739.1975
2427,113879.4542
2428,206391.1192
2429,105564.3261
2430,137233.4459
2431,120619.1308
2432,110251.861
2433,117229.9116
2434,120357.168
2435,127022.038
2436,105354.5242
2437,102246.3914
2438,105274.0806
2439,126665.7906
2440,166674.4865
2441,104018.6894
2442,100491.1608
2443,137536.7101
2444,137428.723
2445,85893.3133
2446,131198.9441
2447,250513.4509
2448,166939.9735
2449,133508.8264
2450,180481.9077
2451,122263.891
2452,248589.79
2453,83051.606
2454,104837.4099
2455,111255.5714
2456,128747.2654
2457,117309.9804
2458,141611.2023
2459,101098.6102
2460,170258.2621
2461,121137.6862
2462,124085.6562
2463,133801.3284
2464,192902.6691
2465,172361.1565
2466,143147.513
2467,191292.874
2468,113115.4722
2469,114148.811
2470,227474.9203
2471,204293.6534
2472,212258.0977
2473,109139.0835
2474,104421.3179
2475,237758.5932
2476,116829.719
2477,112124.7716
2478,152250.2538
2479,103911.7385
2480,135604.7114
2481,131635.0594
2482,123878.318
2483,108167.9491
2484,139308.9831
2485,106177.331
2486,130999.4166
2487,223881.8352
2488,171987.2244
2489,168608.0899
2490,135966.9016
2491,100004.6187
2492,185416.6291
2493,150673.2752
2494,170008.3468
2495,102176.2611
2496,231392.4785
2497,165508.9297
2498,104447.9504
2499,83542.9241
2500,112934.4539
2501,123686.803
2502,130947.1356
2503,97481.7047
2504,201581.4187
2505,221730.4388
2506,270541.4481
2507,280256.9521
2508,271380.9175
2509,235138.3892
2510,238948.5135
2511,191394.0488
2512,217128.3348
2513,236606.45
2514,248375.1537
2515,140205.4742
2516,168007.9845
2517,111793.671
2518,118565.21
2519,222231.2638
2520,228707.2258
2521,210982.9964
2522,222087.3124
2523,123585.3262
2524,129381.5801
2525,133100.9803
2526,136848.101
2527,112210.7146
2528,121255.8012
2529,122734.263
2530,101363.6271
2531,213676.7534
2532,223501.655
2533,221369.7506
2534,256088.635
2535,284108.3851
2536,241969.3488
2537,234202.5611
2538,201767.1778
2539,190805.9574
2540,165806.9211
2541,200515.359
2542,147666.7332
2543,117456.173
2544,105956.1263
2545,150789.8884
2546,173218.0027
2547,154675.6511
2548,183274.2454
2549,143257.639
2550,542067.6641
2551,156930.7685
2552,109139.6838
2553,73437.1575
2554,97738.3864
2555,129087.3849
2556,74811.7221
2557,95656.1395
2558,159222.7522
2559,128360.5384
2560,145778.3879
2561,160666.882
2562,151242.6681
2563,152567.7637
2564,202743.0504
2565,137628.6678
2566,113032.5205
2567,141524.5288
2568,211487.9996
2569,186541.9571
2570,149159.2677
2571,141280.1053
2572,204005.2183
2573,250963.9284
2574,293700.5353
2575,168329.0037
2576,113957.1538
2577,0
2578,92038.5566
2579,24615.4579
2580,131409.2742
2581,109091.3797
2582,105336.337
2583,250831.9272
2584,168983.2445
2585,168346.522
2586,203369.1288
2587,201886.8016
2588,163181.8542
2589,155593.1061
2590,213299.7452
2591,268226.2623
2592,207483.3422
2593,0
2594,192683.8078
2595,221234.4039
2596,303052.6191
2597,184880.3758
2598,248866.119
2599,332655.1905
2600,185860.423
2601,154026.2399
2602,80315.4889
2603,77381.4479
2604,69175.8684
2605,81613.4955
2606,139593.5376
2607,175707.6335
2608,181635.0064
2609,146549.5132
2610,79062.4808
2611,137324.8987
2612,136965.0418
2613,103282.0124
2614,106105.586
2615,167999.4411
2616,149533.0609
2617,202244.0332
2618,234645.3871
2619,237664.0796
2620,172963.1073
2621,183715.9973
2622,186222.3197
2623,265693.6377
2624,266398.9212
2625,285918.3567
2626,162406.5441
2627,210272.8707
2628,357913.3808
2629,416543.1071
2630,323568.4768
2631,387725.6391
2632,355285.9436
2633,273461.9292
2634,319480.364
2635,167606.6771
2636,220742.3132
2637,198364.711
2638,238551.5474
2639,202820.9751
2640,165624.6441
2641,96754.1795
2642,173148.5277
2643,173063.4679
2644,144556.9882
2645,147215.4729
2646,148793.5801
2647,154955.3401
2648,151320.9503
2649,125531.723
2650,160555.3994
2651,167001.1675
2652,337784.6159
2653,271842.0489
2654,246247.4298
2655,328243.8816
2656,327777.5567
2657,297706.6099
2658,0
2659,284393.6307
2660,293219.5131
2661,313526.3358
2662,320925.7408
2663,273056.5221
2664,268515.7746
2665,307158.3718
2666,286231.5974
2667,171297.7651
2668,200748.3786
2669,167976.8323
2670,293267.7953
2671,199823.9298
2672,190095.7534
2673,196197.4152
2674,196654.5274
2675,180625.3514
2676,204227.1948
2677,189803.5891
2678,254603.6026
2679,282570.0883
2680,293392.9147
2681,369820.3671
2682,316707.7846
2683,403449.5742
2684,313702.5656
2685,322212.9229
2686,266857.1537
2687,0
2688,232870.1519
2689,221057.2719
2690,327124.7182
2691,187505.6697
2692,121077.9463
2693,207603.727
2694,124847.4901
2695,215062.4844
2696,206996.7086
2697,195018.6189
2698,184539.5973
2699,170950.7623
2700,161463.2319
2701,166974.5811
2702,133152.0887
2703,182875.8275
2704,139202.561
2705,110012.5858
2706,109454.3584
2707,123722.483
2708,114637.583
2709,85056.1982
2710,107099.4624
2711,262826.9207
2712,339181.5377
2713,185012.2832
2714,184329.84
2715,191695.3992
2716,180202.9334
2717,196145.4492
2718,231705.9639
2719,145353.6452
2720,206207.373
2721,130478.9194
2722,173974.1262
2723,162087.8098
2724,106092.213
2725,111855.6852
2726,130645.3846
2727,160547.6239
2728,178718.0869
2729,146204.6282
2730,125501.4514
2731,126526.7797
2732,111755.9624
2733,144931.94
2734,142881.3748
2735,125371.4934
2736,139687.3238
2737,106316.2358
2738,152803.6384
2739,165800.2135
2740,166987.6539
2741,126182.572
2742,195386.0597
2743,138302.8518
2744,144373.3575
2745,145014.7317
2746,112894.1058
2747,198753.2543
2748,138400.0834
2749,112565.0664
2750,116201.7342
2751,109392.3378
2752,255024.3228
2753,159443.699
2754,235109.3958
2755,170743.6239
2756,48308.409
2757,69015.924
2758,69580.0683
2759,178979.6341
2760,139702.6887
2761,159625.1534
2762,151562.4492
2763,190556.8593
2764,204794.0718
2765,248069.442
2766,117457.7541
2767,73229.032
2768,113003.7046
2769,114621.7486
2770,182011.9576
2771,103825.911
2772,89081.3842
2773,175494.2606
2774,148595.0174
2775,104947.3603
2776,169380.6977
2777,199088.9342
2778,156132.1532
2779,143271.8485
2780,136328.6639
2781,98279.1836
2782,83345.1771
2783,69800.8068
2784,125889.063
2785,154177.6877
2786,31665.2932
2787,147148.8133
2788,46404.0846
2789,223568.7428
2790,97810.2934
2791,130309.4154
2792,34273.2534
2793,172318.5851
2794,60719.0516
2795,118123.5822
2796,101696.9746
2797,239133.2905
2798,116834.3007
2799,125799.8118
2800,81855.0442
2801,134686.3081
2802,132266.5539
2803,197497.2477
2804,161725.1454
2805,109724.0522
2806,98367.2522
2807,161689.746
2808,146050.1555
2809,135902.4717
2810,112256.171
2811,167148.9118
2812,166329.6377
2813,172007.1286
2814,174478.3097
2815,114863.6891
2816,230891.9629
2817,133169.7292
2818,129780.9569
2819,191630.0512
2820,116686.4509
2821,112021.9208
2822,226381.4387
2823,287114.8745
2824,158698.5792
2825,162904.6436
2826,120385.4696
2827,163186.4417
2828,233311.4937
2829,208686.7135
2830,241584.9662
2831,192181.1724
2832,193634.2521
2833,261829.6923
2834,220854.7484
2835,215254.8192
2836,232114.462
2837,173754.0013
2838,134025.9828
2839,180260.4491
2840,201185.464
2841,213232.2906
2842,219948.2072
2843,155776.0849
2844,189192.4992
2845,102813.0428
2846,225025.7647
2847,193957.8757
2848,221437.4027
2849,220065.6706
2850,287098.183
2851,234364.8744
2852,245291.6743
2853,228183.7192
2854,148777.4217
2855,198405.0742
2856,214062.7778
2857,208347.2248
2858,194772.3512
2859,120612.5105
2860,130640.9722
2861,125150.8708
2862,221571.1794
2863,0
2864,238438.1008
2865,157184.9783
2866,204222.3426
2867,78330.7529
2868,168476.5965
2869,111777.4745
2870,133302.5333
2871,80309.8723
2872,6199.65409999999
2873,96571.3153
2874,133427.8742
2875,153273.7957
2876,182236.6768
2877,152602.3643
2878,190138.9414
2879,129171.345
2880,118442.1584
2881,170785.3221
2882,146837.7022
2883,218536.1
2884,223124.2154
2885,188464.5767
2886,190083.7453
2887,105211.8208
2888,164894.9305
2889,48786.8335
2890,65976.7803
2891,180285.943
2892,27861.2544
2893,106544.8742
2894,33664.2912
2895,257521.7532
2896,239101.3399
2897,194714.4325
2898,185517.1255
2899,227725.4639
2900,176475.6332
2901,215105.4145
2902,169734.6053
2903,278027.1969
2904,304428.2038
2905,46963.8762
2906,234774.2044
2907,119210.654
2908,105330.911
2909,182249.1118
2910,41379.4247
2911,80299.6049
2912,138339.374
2913,81329.9661
2914,61192.8799
2915,61518.5019
2916,81616.6723
2917,148304.423
2918,89460.7764
2919,243832.0548
